Fighter_ID,Fight_ID,Fight_Name,Fight_Date,ROUND,TIME,Outcome,Result_draw,Result_loss,Result_nc,Result_win,METHOD_CNC,METHOD_DQ,METHOD_Decision,METHOD_KO/TKO,METHOD_M-DEC,METHOD_Other,METHOD_Overturned,METHOD_S-DEC,METHOD_SUB,METHOD_U-DEC,Result_win_cumulative,Result_loss_cumulative,Result_nc_cumulative,Result_draw_cumulative,METHOD_CNC_cumulative,METHOD_DQ_cumulative,METHOD_Decision_cumulative,METHOD_KO/TKO_cumulative,METHOD_M-DEC_cumulative,METHOD_Other_cumulative,METHOD_Overturned_cumulative,METHOD_S-DEC_cumulative,METHOD_SUB_cumulative,METHOD_U-DEC_cumulative
009c4420727149ea,560a971c6ab8b854,UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,3,5:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
00a35c92b03992b0,46b91d8d819079e6,DWCS 5.9,2021-10-26,3,4:12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00a3ff40c4b2cf21,431e7931d8be8b5d,UFC 190: Rousey vs Correia,2015-08-01,3,4:46,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00a3ff40c4b2cf21,f519753cc38362d0,UFC 197: Jones vs Saint Preux,2016-04-23,3,5:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
00a3ff40c4b2cf21,fae3f395669b7285,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,3,5:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
00a905a4a4a2b071,08d8ae9c65ef01d6,WEC 35: Condit vs. Miura,2008-08-03,3,3:21,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00a905a4a4a2b071,69e7f5780b7b038b,WEC 39: Brown vs. Garcia,2009-03-01,1,4:19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
00b490982afd1b17,6ce8f19e0341c54d,DWCS 3.10,2019-08-27,3,5:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00b490982afd1b17,1d74f34a01169c96,Road to UFC 2.3 + 2.4,2023-05-28,3,3:10,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
00debc804e2b1cd4,adf590055f922f5b,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,1,3:22,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00debc804e2b1cd4,a86b801279e0ef4a,UFC Fight Night: Condit vs Kampmann 2,2013-08-28,3,1:32,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
