,Fighter_ID,Fighter_Name,matches
475,b2e3aca4cd363477,Chris Cariaso Kamikaze,
476,cbd022eaf2ac546a,Ronald Carillo ,
477,08a7080ff5904661,Rafael Carino ,
478,f59a6de8a5dfe297,Don Carlo-Clauss ,
479,52e76bb4b3e852f3,Antonio Carlos Junior Cara de Sapato,Antonio Carlos Junior
480,be68b375707dcb85,Spike Carlyle Alpha Ginger,Spike Carlyle
481,3591d0d5d382a381,Francis Carmont Limitless,
482,51a0c09cbe9b8472,Liz Carmouche Girlrilla,Liz Carmouche
483,1c86754617d9813a,Roan Carneiro Jucao,Roan Carneiro
484,c0d5c0c95c59050b,Ariane Carnelossi Sorriso,Ariane Carnelossi
485,528b071cf3da7c56,Luana Carolina Dread,
486,b80ea4880f25c187,Tim Caron The Bear,
487,89ed44801968b8e3,Gabriel Carrasco ,
488,9346efb4bbaedd08,Cody Carrillo ,
489,064b7dc68d786254,Cain Carrizosa The Insane,
490,572a89dbe1f76761,Roger Carroll The Leprechaun,
491,0d49ddc07bd8c747,Jonny Carson ,
492,1e3302f9ab6f549a,Scott Carson ,
493,7b6e40a73b567072,Shonie Carter Mr. International,
494,456c02115efc4a01,Bruno Carvalho ,
495,fef3d17e27e916e7,Antonio Carvalho Pato,
496,620d8710e89cfeae,Rafael Carvalho ,Rafael Carvalho
497,68dd7b3783c19f9c,Shane Carwin The Engineer,Shane Carwin
498,1f4b04a926ef1287,Johnny Case Hollywood,Johnny Case
499,8d9586726252dbf7,Kevin Casey King,Kevin Casey
500,5f179af5fffeb9f6,Cortney Casey Cast Iron,Cortney Casey
501,3993f7dcb7caf42a,Brandon Cash Money,
502,ec7ac09293d26c05,Bendy Casimir ,
503,31c01fbc2586a5eb,Dwayne Cason ,
504,2b1c6f28039efe36,Joe Cason ,
505,5fa2974cbd18e05c,John Castaneda Sexy Mexi,
506,a0a69dc9914ef6e1,Eric Castile ,
507,31ceaf0e670c1578,Gil Castillo ,
508,d1e7fc58d4225cdf,Danny Castillo Last Call,Danny Castillo
509,feeae92f951f49a9,Raul Castillo ,
510,e680418329c84ec4,Jenna Castillo ,
511,6ca68b636fbc1f18,Tim Catalfo Obake,
512,f8fe2053d73d7bcf,Nick Catone The Jersey Devil,
513,68d76fd9ecf7431d,Luke Caudillo Lil' Hulk,
514,2a74bbba57058f12,Gesias Cavalcante JZ,
515,5c1ca0c72b599a3c,Rafael Cavalcante Feijao,Rafael Cavalcante
516,0e21976afc92e4d1,Magnus Cedenblad Jycken,
517,3e61082025db8137,Yosdenis Cedeno Pink Panther,
518,056c493bbd76a918,Henry Cejudo The Messenger,Henry Cejudo
519,b27b8881d7444114,Adam Cella El Naturel,
520,1d00756835ca67c9,Donald Cerrone Cowboy,Donald Cerrone
521,fdf59144e535bc38,Jared Chaffee ,
522,9ccf8371fd80d45d,Luan Chagas Tarzan,
523,7342fcc41a4817fa,Ansar Chalangov ,
524,26b63bc5c0c1f65d,Alex Chambers Astro Girl,
525,4b93a88f3b1de35b,Michael Chandler Iron,Michael Chandler
526,8788beb528894f33,Donnie Chappell ,
527,19ffeb5e3fffd6d5,Joe Charles The Ghetto Man,
528,32a4f1235f0dad73,Dan Charles The Man,
529,b406da701c479076,Ernest Chavez EJ,Ernest Chavez
530,84e8920e59ff14a7,Emilio Chavez ,
531,0de720c0f1d4ab9c,Danny Chavez The Colombian Warrior,
532,9c5f7d5c6d084b35,Gabriel Checco Zangief,
533,d8d7b24d276c8cb0,Albert Cheng ,
534,78a68f1dade6aaf7,Fabio Cherant ,
535,c713a845360d604b,Ion Cherdivara ,
536,79a193111e3bc99b,Mark Cherico The Pride of Bloomfield,
537,9cdd2da1a9104a0b,Macy Chiasson ,Macy Chiasson
538,c58f51dedb310998,Michael Chiesa Maverick,Michael Chiesa
539,9560ff14eb3129f7,Giga Chikadze ,
540,767755fd74662dbf,Khamzat Chimaev Borz,
541,9f7787e56a6bc0f4,Sako Chivitchian ,
542,371a1c91b24dec2b,Mu Bae Choi ,
543,2c104b7e59a72629,Hong Man Choi Techno Goliath,Hong Man Choi
544,e93b04e308913c2e,Dooho Choi The Korean Superboy,Dooho Choi
545,a68575214ecad140,SeungWoo Choi Sting,
546,03c9994c5b8958ec,John Cholish ,
547,55a7b2d4e54ffac9,Ryo Chonan Piranah,
548,e872e9a9a902c045,Katlyn Chookagian Blonde Fighter,Katlyn Chookagian
549,db5dc7cb80d7d418,Will Chope The Kill,
550,2d447cc91bdaa545,Joachim Christensen ,Joachim Christensen
551,b369533a577fa97c,Dan Christison The Sandman,
552,4f11e9ce318ffbcb,Anthony Christodoulou ,
553,d4a12dfa4067742f,Murad Chunkaiev ,
554,f197ce0cbe69996d,Cameron Church ,
555,eaebaa6801338ea1,Steven Ciaccio Stryker,
556,51b0bb73a1da34bc,Mike Ciesnolevicz ,
557,2244d9a2b64b8c3b,Hannah Cifers Shockwave,Hannah Cifers
558,4e5bbc4566049cbf,Branko Cikatic ,
559,3f3550bf126a5721,Nikolajus Cilkinas ,
560,67f272324a030d00,Misha Cirkunov ,Misha Cirkunov
561,42611508ba8c3298,Johnny Cisneros The Tattooed Terror,
562,1c2f2571b18791b6,Laverne Clark ,
563,6776260cb0aef647,Logan Clark ,
564,69108cb8b32efe04,Mychal Clark ,
565,8a64b3f87ad29d1e,Dominic Clark ,
566,dd4c16777fb2ccf9,Heather Clark Hurricane,
567,cc7040fe76f0ef91,Devin Clark Brown Bear,Devin Clark
568,6c8072b61c276e67,Jessica-Rose Clark ,
569,a77c71a574132188,John Clarke ,
570,c76ec2bc3a57666a,Mitch Clarke Danger Zone,
571,7d21de9c6d7c98b2,Rich Clementi No Love,Rich Clementi
572,e5ecaf884b6da2bc,Chris Clements The Menace,
573,8e32bfcff3ec1717,RJ Clifford ,
574,48e96d9cea6d4ab0,Josh Clopton The Gentleman,Josh Clopton
575,3138fab619faf4d1,Brian Cobb ,Brian Cobb
576,dc6d8256ee3dfba5,Darryl Cobb ,
577,6dbb1107de9a4a08,Dave Cochran ,
578,8fa7e0bc052185ce,Dakota Cochrane ,Dakota Cochrane
579,0b77a05bcbd2de74,Marloes Coenen ,
580,e90d9d0681270953,Marc Cofer ,
581,8b260672a21d1fd6,John Cofer The Potter,
582,a0c29b13f7a5df32,Chris Coggins ,
583,dbac0a413af64bbe,Felipe Colares Cabocao,
584,2eab7a6c8b0ed8cc,Wayne Cole ,
585,1174782eacde9b0c,Devin Cole ,
586,cecd72feb0d640e3,Coltin Cole ,
587,987b80f57190d6d0,Ivan Cole JP,
588,21b8a0f5c231096f,Mark Coleman The Hammer,
589,ffb20ae0db47ebe6,Cortez Coleman Hollywood,
590,cc900c6a71ed23f3,Clay Collard Cassius,
591,6b64db453edf4c50,Jamie Colleen ,
592,92fa1401b7927da3,Jake Collier The Prototype,
593,9123c54d0a2b72dd,Christian Colombo ,Christian Colombo
594,a85998eb79650b2c,Wes Combs The Soldier,
595,f9f07bb5a43535ed,Carlos Condit The Natural Born Killer,Carlos Condit
596,41e77dc504a192c6,Chris Condo ,
597,2ebfbe72ed703925,Tristan Connelly Boondock,
598,d450769115a193c2,Marcos Conrado Jr. ,
599,18f5669a92e99d92,Jeremiah Constant ,
600,06d4eb8123087123,Jonathan Contrestano JT,
601,1c061eb6e29eaa0a,Bob Cook Crazy,
602,3ab0df1ddd5f1dc2,Mike Cook ,
603,e6daf9cdbf0da889,Chad Cook ,
604,fa238ecfd048f7d8,TJ Cook ,
605,5efaaf313b652dd7,Dewey Cooper The Black Cobra,
606,88ffe9745e218dd8,Brett Cooper ,
607,78bd6940d093fd33,Bill Cooper ,
608,1b51895e5572cfda,Bobby Cooper Super Duper,Bobby Cooper
609,d4a31850a7457f1b,Amanda Cooper ABC,Amanda Cooper
610,ce47f49e5c386a9c,Kit Cope Havoc,
611,8c8c92a12621d7e0,Chris Cope C-Murder,
612,3aa794cbe1e3484b,Josh Copeland Cuddly Bear,Josh Copeland
613,2b91eff985b532cd,Michael Cora Kookie Monster,
614,3f52ce18fb98008f,Akira Corassani ,Akira Corassani
615,1f9344211ca7fd60,Muhsin Corbbrey ,
616,d967f0128c323de6,Daniel Cormier DC,Daniel Cormier
617,fe67cd6423f7a8ad,Clint Coronel ,
618,7cb0946d51b8cde7,Henry Corrales ,
619,673ea7dcc786b1b3,Bethe Correia Pitbull,Bethe Correia
620,4e9fb05d7e5e61b8,Wesley Correira Cabbage,
621,68d4a891e5cf2029,Tracy Cortez ,
622,1267b631db78665a,Chad Corvin The Brave Warrior,
623,afe8d5b39ff7fca2,Louis Cosce ,
624,2c010b26a3306969,Orion Cosce Galaxy,
625,d150c6fbdb7687f4,Miguel Cosio ,
626,222d6b547de2e035,Jadson Costa ,
627,28877eddb1c0b967,Guilherme Costa The Prodigy,
628,2e5c2aa8e4ab9d82,Paulo Costa The Eraser,Paulo Costa
629,325ad0dd9126d3df,Randy Costa The Zohan,
630,f584a6e0b5b74604,Oscar Cota Elevation,
631,9fa3bd637edd9aa2,Patrick Cote The Predator,
632,3ec1e4ba98c9c85a,JC Cottrell ,
633,8112c9a23dccc759,JR Coughran Bam Bam,
634,d1528ac5675558b1,Rashad Coulter Daywalker,Rashad Coulter
635,79ab17db3b40831a,Dave Courchaine ,
636,0aa92558424ced9e,Randy Couture The Natural,Randy Couture
637,84c43f0d25f15b0b,Kim Couture Sugar Free,
638,46fd223e3ced39b3,Ryan Couture ,
639,400c7b43c86d27d3,Nikk Covert The Brick,
640,dc9572dd6ec74859,Colby Covington Chaos,Colby Covington
641,c9bbf1a0285a8076,Jeff Cox The Grinder,
642,15ec018d144710db,Nathan Coy Soulforce,Nathan Coy
643,8a70ceb3edbe757b,Andrew Craig Highlight,
644,eabf206b162b3b83,Paul Craig Bearjew,Paul Craig
645,480b702debcb5433,Dan Cramer ,
646,25433871e4eee0f4,Alberto Crane ,
647,89b8d1bf1ff09d1d,Tim Credeur ,
648,ed73c85164a5f5a4,Paul Creighton ,
649,15dedd05f8bcb475,Alexander Crispim ,
650,8944a0f9b2f0ce6d,Alex Crispin ,
651,35b3772629e27a49,Kevin Croom Crash,Kevin Croom
652,923767209632e08a,Ken Cross The Boss,
653,98601a40e9d96047,Jeff Crotty ,
654,a9d6e047ce48ab63,Allen Crowder Pretty Boy,Allen Crowder
655,5f99b2bafb10305f,Daron Cruickshank Detroit Superstar,Daron Cruickshank
656,22ee260735da0d58,Richard Crunkilton Cleat,
657,70e1f8a821b72c8b,Jimmy Crute ,"Jimmy Crute, Jim Crute"
658,6aa1cbc1466e9a0b,Marcio Cruz Pe de Pano,
659,10f3ba6cd2f44a97,Dominick Cruz The Dominator,Dominick Cruz
660,003d82fa384ca1d0,Aalon Cruz ,Aalon Cruz
661,683ea28a198936fe,Jay Cucciniello ,
662,6751eacd16bd59bc,Josh Culibao Kuya,Josh Culibao
663,e59b13321562eed3,Chris Culley ,
664,2f8f3c69522db931,Abel Cullum The Silent Assassin,Abel Cullum
665,4ba8d454f762005d,Zak Cummings ,Zak Cummings
666,05e4be525cb3578c,Everett Cummings ,
667,e51e5cb722bd47a8,Patrick Cummins Durkin,Patrick Cummins
668,93ce4ac89e3d7652,Luke Cummo ,
669,305bde44ff664788,Alton Cunningham The Bo-Man,
670,46f11d15c0134fe3,Larry Cureton ,
671,a8ea84cbe1655f0a,Jeff Curran Big Frog,Jeff Curran
672,05b43e0ead3df345,Kailin Curran ,
673,d8291d0dd63da29c,Pat Curran Paddy Mike,
674,5442f1bc4b47eaf3,Chris Curtis Action-Man,
675,cd13728ae1151f46,Ion Cutelaba The Hulk,Ion Cutelaba
676,44a94bbde42246e4,Gleidson Cutis Poney,Gleidson Cutis
677,ac45450f75d14f16,Sarah D'alelio The Monster,
678,3b6d84343579fd33,Marcos da Matta Parrumpinha,
679,b0bd0c5425668b8f,Henrique da Silva Frankenstein,
680,c3ded6f7155f9ea4,Alex Da Silva Leko,Alex da Silva
681,1f8cd7634e8286ff,Henrique Da Silva Lopes Montanha,
682,9d19d9e4aa2662e8,Nicolas Dalby Lokomotivo,Nicolas Dalby
683,23725c826c481e7f,Paul Daley Semtex,Paul Daley
684,ddbd0d6259ce57cc,Dave Dalgliesh ,
685,6cd3dfc54f01287f,Richard Dalton ,
686,e50cd77732d39967,Aisling Daly Ais the Bash,Aisling Daly
687,6e9b5c74c0860deb,Marko Damiani ,
688,a20d7dfaba74c067,Rodrigo Damm ,Rodrigo Damm
689,033343da4c0cff8a,Carina Damm Beauty But the Beast,
690,9eef6584fab21fbb,Cindy Dandois Battlecat,Cindy Dandois
691,8614b7134913f5d5,Jarjis Danho Man Mountain,Jarjis Danho
692,fccb0fee256b7b4d,Raymond Daniels ,
693,55a80a9365bc107d,Marques Daniels ,
694,8dc46e9a7895ce1a,Alexandre Dantas Cafe,
695,676a2e5ec4d7338c,Eduardo Dantas Dudu,
696,86f582852a5b240a,Mac Danzig ,
697,d2fa318f34d0aadc,Karen Darabedyan ,
698,08af939f41b5a57b,Beneil Dariush ,Beneil Dariush
699,a683f9ddb70aa4bd,Sean Daugherty ,
700,d6c0cdd7e467c440,Kyle Daukaus ,Kyle Daukaus
701,d0aaedcf7ccd0b45,Chris Daukaus ,
702,42775dc893603154,Brian Davidson ,Brian Davidson
703,2549d63da9c456cb,Rick Davis The Flying Squirrel,
704,b7d524c77c27389b,Marcus Davis The Irish Hand Grenade,Marcus Davis
705,6dab8ce5e4bffe77,LC Davis ,
706,902ab9197b83d0db,Phil Davis Mr. Wonderful,Phil Davis
707,a993ef2dd36cea5f,Lemont Davis ,
708,c8661e204c66f325,Mike Davis ,Mike Davis
709,20697b334f6c0a45,Justin Davis Dangerous,
710,4c2d90e335e6df19,Alexis Davis ,Alexis Davis
711,570d40f993171b19,Danny Davis ,Danny Davis Jr.
712,cc351e408bbb7d43,Brandon Davis Killer B,
713,fb3e61720be4690c,Mike Davis Beast Boy,Mike Davis
714,2c9d00968f818270,Hakeem Dawodu Mean,Hakeem Dawodu
715,99bd51917728c25d,Grant Dawson KGD,Grant Dawson
716,a6fd2173d5e2d7f0,Jason Day Dooms,
717,ea3dcc417c322064,Martin Day The Spartan,Martin Day
718,4b450aa602611baa,Angel De Anda The Dream,
719,1eff7bc0f815b270,Yorgan De Castro The Mad Titan,Yorgan de Castro
720,9cfbfae5fa1fdd93,Geraldo de Freitas Spartan,
721,6ef65b6a152e49d5,Philip De Fries ,Philip de Fries
722,e51ee8ded927fc51,Chris de la Rocha ,
723,80d8aed0ca9b00f3,Montana De La Rosa ,Montana de La Rosa
724,f57dd0bfa8c17813,Mark De La Rosa Bumblebee,Mark de La Rosa
725,1971869b7e054261,Mike de la Torre El Cucuy,Mike de La Torre
726,a4dc47001f202bcd,Rodrigo de Lima Monstro,
727,afdb76fbd86f6d11,Edilberto de Oliveira Crocota,
728,f9aa6376ae16bfb4,Johil de Oliveira ,
729,ddf3e0ea10ea6d8c,Jorge de Oliveira Blade,
730,37d752ec41ed84bb,Maria De Oliveira Neta ,
731,e0f959f65d0406b4,Isabela de Padua Belinha,
732,5dd180c8b3196786,Gloria de Paula Glorinha,Gloria de Paula
733,1d239d571e342453,Germaine de Randamie The Iron Lady,Germaine de Randamie
734,3746e21bb508391a,Crezio de Souza ,
735,0bcfe2513cb3bc39,Tom DeBlass ,
736,0e2c2daf11b5d8f2,Issac DeJesus ,
737,e82b2adcaeff71ec,Rafael  Del Real ,
738,85980f5da429c0a6,Shane del Rosario ,Shane Del Rosario
739,bfaf4c87936b4fae,Humberto DeLeon ,Humberto Deleon
740,37b1696e6d115957,Rolando Delgado Roli,
741,01f4bcd26ac08ad5,Israel Delgado ,
742,7d8435c56043b0ae,Ante Delija Walking Trouble,
743,173acb3f920082b8,Roland Delorme ,Roland Delorme
744,0d0351c20169a499,Jon Delos Reyes The Heat,
745,6ceff86fae4f6b3b,Jason DeLucia ,
746,985bca5a097fb3f4,Justin DeMoney ,
747,2c483cf443f38ece,Vanessa Demopoulos Lil Monster,
748,dfae5da5676e4194,Chris Dempsey ,
749,e4aaaa34535e32b6,Nick Denis The Ninja of Love,
750,a11a6ee8eeb03c18,Thomas Denny The Wildman,
751,b72f3cafa6376e35,Robert Densley The Wrecker,
752,fa8b9e6b0c2269f8,Jason Dent Dynamite,
753,7447e9f28508106a,Mackenzie Dern ,Mackenzie Dern
754,f2c91b67f71bbeab,Booker DeRousse ,
755,6ad9058b7c7898b0,Tony DeSouza ,
756,48544433372ecfa6,Cory Devela The One,
757,2bcc39af95d6f2e8,John Devine ,
758,75bbd2206a15319f,Edwin DeWees Babyface,
759,77d7295d1b22c694,Alessio Di Chirico Manzo,Alessio Di Chirico
760,8126e4dff0cdf69e,Micol Di Segni ,
761,43563a32c3f10e95,Cyrille Diabate The Snake,
762,8567466ae167216b,Thomas Diagne ,
763,32c355b04fc57f3a,Marc Diakiese Bonecrusher,Marc Diakiese
764,f5f6419c5f00abad,Tyler Diamond ,
765,ee5df903f80c6816,Eldo Xavier Dias ,
766,b5abaa65f87938eb,Rafael Dias ,
767,ed209f6618c82e41,Hacran Dias Barnabe,
768,f57a8a52ca401ed9,Nick Diaz ,
769,8355922d564b152c,Nate Diaz ,Nate Diaz
770,5e7a48e469770615,Michael Diaz ,
771,ceee5dd37253199a,Ryan Diaz ,
772,bfa8f263815cfa2e,Adrian Diaz ,Adrian Diaz
773,2482ef3331a82e75,Mark Dickman Tricky,
774,414bddf0c80c41e1,Josh Diekmann The Freight Train,
775,31da66df48c0c1a0,Kyle Dietz ,
776,eb42d4febfafefd1,Seth Dikun ,
777,c849740a3ff51931,TJ Dillashaw ,T.J. Dillashaw
778,b4f7a2d8ecc5e0c3,Ralph Dillon Rage,
779,cc2ad11b1f9d818b,Drew Dimanlig ,
780,2d2239d0f6fa83dd,Rodolfo Marques Diniz ,
781,73eb2a552c92a821,Helio Dipp ,
782,ec7f7263bf36579b,Rico DiSciullo ,
783,1db445a4468447d0,Matt Dixon Magic,
784,ad4e9055bf8cd04d,John Dixson Big John,
785,7c9aeba0c4d4bd78,Anthony Do ,
786,f50d95223751e6ca,Russell Doane ,Russell Doane
787,519e4fe37ce9ff75,Drew Dober ,Drew Dober
788,122ac9b816d8b71c,Shana Dobson Danger,Shana Dobson
789,c2a7623f398d9bd7,David Dodd ,
790,99506df1af6c8b3b,John Dodson The Magician,John Dodson
791,dbaaf42313af90fa,Joe Doerksen El Dirte,
792,29b5791e51e7e832,Mike Dolce Skull Cracker,
793,327d5f279895110d,Roman Dolidze ,
794,3bbcd63a016d9715,Cameron Dollar ,
795,5d7bdab5e03e3216,CB Dollaway The Doberman,
796,4145caa2c999fbac,Dennis Dombrow ,
797,1a50e734bb54861a,OJ Dominguez ,
798,1c610f900f9884ab,John Donaldson J.T.,
799,7bc96507e4b38d3b,Cody Donovan Donnybrook,Cody Donovan
800,312f47c3d2f83ffa,Houston Dorr ,
801,6a2f7c151031653d,Rafael Dos Anjos ,Rafael Dos Anjos
802,63def5a5662a6917,Junior Dos Santos Cigano,Junior Dos Santos
803,b51f6791c794e289,Geronimo dos Santos Mondragon,
804,81b8b3fb019dc69d,Antonio Dos Santos Junior Alpha,
805,bbc9ab95fa766493,Anderson Dos Santos Berinja,
806,8ce87f7e3a9baed2,Tiago dos Santos e Silva Trator,
807,86cb6f5b1ca98dc0,Oleksandr Doskalchuk ,
808,7cf0944b88966118,David Douglas Tarzan,
809,ce3b669e39418414,Damion Douglas ,
810,e780ccc79a209985,John Dowdy ,
811,0d9312337fdce39a,Jordan Dowdy ,
812,a66395395b5f1394,Danny Downes ,
813,b05086131c6f5dc5,Derek Downey ,
814,0509b954421bb327,John Doyle The Iron Bull,
815,f9c7fe2682af3802,Edson Drago ,
816,e5e148d4363deff8,Kyle Driscoll KD,
817,5fd834edd92c9e50,Chris Drumm ,
818,679a9054e2815943,Tomasz Drwal Gorilla,
819,d2a9be6bf2de624c,Robert Drysdale ,Robert Drysdale
820,0d7b51c9d2649a6e,Dricus Du Plessis Stillknocks,Dricus Du Plessis
821,706404da0775dcbc,Hugo Duarte ,
822,29b5d32584e02d8d,Antonio Duarte Tigre,
823,454c3e9d4cd4a1b3,Joe Duarte ,
824,072a10e85f7d4bff,Milana Dudieva ,Milana Dudieva
825,cb6c45b26b0a877a,Adin Duenas ,
826,bda04c573563cc2e,Todd Duffee ,
827,654ae722109a0d31,Joe Duffy Irish,
828,4ae4049426e0161d,Alexis Dufresne Sneaky Zebra,Alexis Dufresne
829,a7ddae0be8b78147,Jessamyn Duke The Gun,
830,1a225f04aa6e0739,Kelly Dullanty Psycho,
831,d3f5d33d61cd00c9,Norma Dumont The Immortal,Norma Dumont
832,e5c9de15bb58b1c6,Evan Dunham ,
833,31732a614e7a3d1d,Alex Dunworth ,
834,e979c76341f19b22,Tom Duquesnoy Fire Kid,
835,4417980b3e798abf,Reuben Duran ,
836,7f6ed67d3ed3c036,Cody Durden ,
837,2153a7f8396a46cc,Luiz Dutra Besouro,
838,43db649da89fac4b,Rilley Dutro ,Riley Dutro
839,7df4d3c38792b083,Bill Duvall ,
840,c03520b5c88ed6b4,Merab Dvalishvili The Machine,Merab Dvalishvili
841,9ada30894bf04e19,David Dvorak Undertaker,David Dvorak
842,8f0d576beba1cfcd,Matt Dwyer ,
843,55ed59d541f8b90c,Rolando Dy Dy Incredible,Rolando Dy
844,ee457ef1e1c326c1,Ben Earwood ,
845,5713c1d2fac539ac,Cody East The Freight Train,
846,05866d8c3a321856,Marvin Eastman The Beastman,
847,bc7230f231701d66,Mike Easton The Hulk,
848,4acb99524a9a81ab,Maurice Eazel ,
849,ec421d5de0aea624,Vincent Eazelle The Real Deal,
850,a5b0bd216d8ba84e,Ross Ebanez The Boss,
851,32ba186f4b0e3267,Brian Ebersole Bad Boy,
852,40ff198adda94b9f,Mark Eddiva ,
853,f2688492b9a525a3,Frankie Edgar The Answer,Frankie Edgar
854,37e03538c960bac6,Abdul-Kerim Edilov ,
855,528c24b99fbaab79,Johnny Eduardo ,Johnny Eduardo
856,5f04e3d58d9ce982,Yves Edwards ,
857,e56daf7725a0b5ab,Justin Edwards Fast Eddy,
858,f1fac969a1d70b08,Leon Edwards Rocky,"Rocky Edwards, Leon Edwards"
859,ef44e4ea9050f2ea,Te Edwards ,Te Edwards
860,e6904a03a66e711d,Adli Edwards ,
861,f9ab66e67240db7b,Joselyne Edwards La Pantera,
862,eae4aec1a5a8ff01,Tom Egan ,
863,5e6294b37bbef029,Stephanie Egger ,
864,27fc9218a3653e3c,Justin Eilers The Hammer,
865,0577808d22dfe79c,Jon Olav Einemo The Viking,
866,58bc81376286b3d3,Per Eklund ,
867,22d80fb67e50ab0b,John Elam ,
868,e873203fd50542f6,John Paul Elias ,
869,e295b96f135d758a,Saul Elizondo ,
870,92a9aa9c93192871,Darren Elkins The Damage,Darren Elkins
871,d81ac739417d7f53,Jake Ellenberger The Juggernaut,Jake Ellenberger
872,8e8e4487c621aa1c,Joe Ellenberger Excalibur,
873,c96d9178c9ed9e62,Tim Elliott ,Tim Elliott
874,e60d773a0a42048a,Eddy Ellis Fast,
875,77350fd0e6d1dba8,Lisa Ellis ,Lisa Ellis
876,1536a25e16fc299b,Anna Elmose Panda,
877,5f3da9a9610d8969,Cameron Else Camchida,Cameron Else
878,1741343f0ca34dd5,Aaron Ely The Cyborg,
879,45c8fed13a62fe92,Sovannahry Em The Sweet Savage,
880,abd5fb12437eda21,Ramazan Emeev Gorets,Ramazan Emeev
881,f54200f1dfb9b5d4,Aleksander Emelianenko ,
882,b8da6f5c80ae2d15,Fedor Emelianenko The Last Emperor,Fedor Emelianenko
883,dc0f07928009a127,Rob Emerson The Saint,
884,e00a3dee329a51f7,Jamall Emmers Pretty Boy,Jamall Emmers
885,fba03cd6cc28dc41,Josh Emmett ,
886,e3f443e4cbc3da8f,Marius Enache ,
887,d2f310b5b072e986,Kevin Engel The Hitman,
888,330bafba312face4,Oliver Enkamp ,
889,d238217e0f8ea8e1,Alex Enlund ,
890,daf9be103c1edbbd,Kenny Ento Tha' Dragon,
891,d7adfcfdf7c6c1f8,Ian Entwistle Enty,
892,993d385f5a475375,Andy Enz Tank Mode,Andy Enz
893,bc7cf284c1c2f16e,Won Jin Eoh ,
894,984b0c4c6e773a1c,Josh Epps ,
895,7b9a85e5ff31ef47,Tom Erikson The Big Cat,
896,22061ff217907c78,Konstantin Erokhin ,
897,902ec2cc48c8ae8a,Julian Erosa Juicy J,Julian Erosa
898,74061adb224be3cc,Nick Ertl ,
899,c26ea30823f37316,Chel Erwin-Davis The First Sun,
900,f7ede18b4ec4ec1f,Bobby Escalante ,
901,0e4daed84a8f39a6,Eric Esch Butterbean,
902,b36874652ed7715d,Pro Escobedo ,
903,5df17b3620145578,Cole Escovedo Apache Kid,Cole Escovedo
904,83fd97284f4bb4a4,Efrain Escudero Hecho En Mexico,Efrain Escudero
905,ed220e87bef0cc64,Evan Esguerra ,
906,d910665038efc639,Carla Esparza Cookie Monster,Carla Esparza
907,ccf5dc41417e9daf,Juan Espino El Guapo,
908,215a70f073a7b726,Jordan Espinosa The Gamer,Jordan Espinosa
909,411539901068522f,Jodie Esquibel ,Jodie Esquibel
910,33011768c3c4dc9a,Terry Etim ,
911,8d5daf67983b65ba,Fred Ettish ,
912,74b5736f1df40be3,Scott Ettling ,
913,4234f0097c83fa62,Sijara Eubanks Sarj,Sijara Eubanks
914,9766ed20b68c7c33,Billy Evangelista ,Billy Evangelista
915,ee779c43a8926d52,Rashad Evans Suga,Rashad Evans
916,d3de4a24f7eefac8,Doug Evans ,
917,fc6e681bf6658faf,Ashlee Evans-Smith Rebel Girl,Ashlee Evans-Smith
918,dd8aec6de7035943,Dan Evensen The Viking,
919,b12a1d19ee383b7c,Tonya Evinger Triple Threat,
920,76e2870ffafbe38f,Movsar Evloev ,
921,5f6f049d54728e88,Andre Ewell Mr. Highlight,Andre Ewell
922,0798f558681d0eb5,Neal Ewing ,
923,f72465a784c1b084,Jessica Eye Evil,Jessica Eye
924,6224e8d0a34264eb,Edward Faaloloto ,
925,78114b7199cef90c,Urijah Faber The California Kid,Urijah Faber
926,8c020156779f7888,Melinda Fabian ,
927,40389d39a92f5bfa,Wagnney Fabiano The Silencer,Wagnney Fabiano
928,e17ac6410c8377f4,Bartosz Fabinski The Butcher,Bartosz Fabinski
929,453ee00c3e1ae9dd,Ron Faircloth ,
930,adea9f0090aa8e14,Jason Fairn ,
931,862b0b3375aa4b6e,Zarah Fairn Infinite,
932,8f765fd5775a8873,Rinat Fakhretdinov Gladiator,
933,d58478ded5534695,Maiquel Falcao Big Rig,
934,91d73ee59347ac16,Brodie Farber ,
935,04e9955f33e0c267,Joao Paulo Faria ,
936,27b164b0d1833df0,Kalindra Faria ,Kalindra Faria
937,49c7236c737d7e59,Chance Farrar ,
938,f89e6e66b9b112de,Rico Farrington The Triggerman,Rico Farrington
939,9c42a0de8e012870,Kelly Faszholz ,
940,5af26b3201690d29,Rodney Faverus ,
941,e5010b1b94ca5755,Paul Felder The Irish Dragon,Paul Felder
942,a2ea77e974c5889f,Carlos Felipe Boi,Carlos Felipe
943,954e3f4e2b0e6510,JP Felty ,
944,27541033b97c076d,Kevin Ferguson Kimbo Slice,
945,15f4550e017f6c7d,Rhadi Ferguson ,
946,22a92d7f62195791,Tony Ferguson El Cucuy,Tony Ferguson
947,b0f316c60f8d3b47,Josh Ferguson Taz,
948,979f7edbb6980b0d,CJ Fernandes ,
949,cbc071cb20ea59c7,Bibiano Fernandes ,
950,28ba5f27e473420c,Alexandre Ferreira Cacareco,
951,dbc17725b887860a,Cezar Ferreira Mutante,Cezar Ferreira
952,f53d4f21d1b5f2dc,Diego Ferreira ,Diego Ferreira
953,977081bc01197656,Scott Ferrozzo The Pitbull,
