Fighter_ID,Fight_ID,Fight_Name,Weight_Class,Opponent,Method,Round_End,Time_End,Fight_format,Referee,Details
d0f3959b4a9747e6,6b47093b62155478,UFC Fight Night: Alvarez vs. Poirier 2,Featherweight Bout,Jeremy Stephens,KO/TKO,1,4:19,      3 Rnd (5-5-5),Yves Lavigne,Punches to Body At Distance 
150ff4cc642270b9,21f7fc538ea646e8,UFC 218: Holloway vs. Aldo 2,UFC Featherweight Title Bout,Jose Aldo,KO/TKO,3,4:51,      5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground 
d0f3959b4a9747e6,9ed0c3acc436eb56,UFC 212: Aldo vs. Holloway,UFC Featherweight Title Bout,Max Holloway,KO/TKO,3,4:13,      5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head From Back Control 
d0f3959b4a9747e6,84c5035830ebb421,UFC 200: Tate vs Nunes,UFC Interim Featherweight Title Bout,Frankie Edgar,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),Marc Goddard,Derek Cleary 46 - 49.Marcos Rosales 46 - 49.Junichiro Kamijo 47 - 48.
d0f3959b4a9747e6,b302e12550278ffd,UFC 194: Aldo vs McGregor,UFC Featherweight Title Bout,Conor McGregor,KO/TKO,1,0:13,      5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance 
d0f3959b4a9747e6,7099374e91f9283b,UFC 179: Aldo vs Mendes 2,UFC Featherweight Title Bout,Chad Mendes,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),Marc Goddard,Richard Bertrand 46 - 49.Marco Borges 46 - 49.Guilherme Bravo 46 - 49.
d0f3959b4a9747e6,a3b37f8ea171b962,UFC 169: Barao vs Faber 2,UFC Featherweight Title Bout,Ricardo Lamas,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),Keith Peterson,Ricardo Almeida 46 - 49.Eric Colon 46 - 49.Cardo Urso 46 - 49.
d0f3959b4a9747e6,72e1b3e1224f5314,UFC 163: Aldo vs Jung,UFC Featherweight Title Bout,Chan Sung Jung,KO/TKO,4,2:00,      5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground 
d0f3959b4a9747e6,1c4e4b3358089960,UFC 156: Aldo vs Edgar,UFC Featherweight Title Bout,Frankie Edgar,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),Steve Mazzagatti,Adalaide Byrd 46 - 49.Jeff Collins 47 - 48.Junichiro Kamijo 46 - 49.
d0f3959b4a9747e6,9afcb091777f6a83,UFC 142: Aldo vs Mendes,UFC Featherweight Title Bout,Chad Mendes,KO/TKO,1,4:59,      5 Rnd (5-5-5-5-5),Mario Yamasaki,Knee to Head In Clinch 
d0f3959b4a9747e6,21d2958e13389511,UFC 136: Edgar vs Maynard 3,UFC Featherweight Title Bout,Kenny Florian,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),Dan Miragliotta,Doug Crosby 46 - 49.Nelson Hamilton 46 - 49.Cecil Peoples 46 - 49.
d0f3959b4a9747e6,12b94f0229c30ead,UFC 129: St-Pierre vs Shields,UFC Featherweight Title Bout,Mark Hominick,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),John McCarthy,Doug Crosby 45 - 48.Nelson Hamilton 46 - 48.Sal D'amato 46 - 49.
d0f3959b4a9747e6,1c2b372e9d8ed8c8,WEC 51: Aldo vs. Gamburyan,WEC Featherweight Title Bout,Manvel Gamburyan,KO/TKO,2,1:32,      5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance 
d0f3959b4a9747e6,190b164d02796466,WEC 48: Aldo vs. Faber,WEC Featherweight Title Bout,Urijah Faber,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),Josh Rosenthal,Abe Belardo 45 - 49.Nelson Hamilton 45 - 49.Dan Stell 45 - 50.
d0f3959b4a9747e6,516df95b0c8c3127,WEC 44: Brown vs. Aldo,WEC Featherweight Title Bout,Mike Brown,KO/TKO,2,1:20,      5 Rnd (5-5-5-5-5),Steve Mazzagatti,Punches to Head From Back Control 
d0f3959b4a9747e6,556055969b2f0bd7,WEC 41: Brown vs. Faber 2,Featherweight Bout,Cub Swanson,KO/TKO,1,0:08,      3 Rnd (5-5-5),Steve Mazzagatti,Flying Knee Head 
d0f3959b4a9747e6,87b267fed23d9680,WEC 39: Brown vs. Garcia,Featherweight Bout,Chris Mickle,KO/TKO,1,1:39,      3 Rnd (5-5-5),Rafael Ramos,Punches to Head At Distance 
d0f3959b4a9747e6,3bdba539a350721c,WEC 38: Varner vs. Cerrone,Featherweight Bout,Rolando Perez,KO/TKO,1,4:15,      3 Rnd (5-5-5),Jon Schorle,Knee to Head At Distance 
d0f3959b4a9747e6,464178a22a436f11,WEC 36: Faber vs. Brown,Featherweight Bout,Jonathan Brookins,KO/TKO,3,0:45,      3 Rnd (5-5-5),Troy Waugh,Punch to Head At Distance 
d0f3959b4a9747e6,06de2289364efcd5,WEC 34: Faber vs. Pulver,Featherweight Bout,Alexandre Franca Nogueira,KO/TKO,2,3:22,      3 Rnd (5-5-5),Steve Mazzagatti,Elbows to Head From Half Guard 
ec0dcceace7d25a3,23865dfc8361ac62,UFC Fight Night: Holloway vs. The Korean Zombie,Women's Flyweight Bout,JJ Aldrich,KO/TKO,2,4:49,      3 Rnd (5-5-5),Kevin Sataki,Elbows to Head From Back Control 
6551c64fbcd1a467,8e5ce3308c0e2046,UFC Fight Night: Yan vs. Dvalishvili,Women's Flyweight Bout,JJ Aldrich,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Keith Peterson,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.
669970f7feba8ecd,59b2bbb251968ca9,UFC Fight Night: Volkov vs. Rozenstruik,Women's Flyweight Bout,JJ Aldrich,Submission,2,2:38,      3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke Standing 
6fd953151d981979,26fbee4ed13ff35d,UFC Fight Night: Santos vs. Ankalaev,Women's Flyweight Bout,Gillian Robertson,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 30.Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.
6fd953151d981979,2cb9ba68fc855f33,UFC Fight Night: Barboza vs. Chikadze,Women's Flyweight Bout,Vanessa Demopoulos,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 30.Dave Hagen 27 - 30.Ron McCarthy 27 - 30.
5f179af5fffeb9f6,e8adfbbe0053c321,UFC Fight Night: Edwards vs. Muhammad,Women's Flyweight Bout,JJ Aldrich,Decision - Split,3,5:00,      3 Rnd (5-5-5),Mark Smith,Rick Winter 28 - 29.Mike Bell 28 - 29.Sal D'amato 29 - 28.
70d2329a92864fdb,96fe84d051847591,UFC 246: McGregor vs. Cowboy,Women's Flyweight Bout,JJ Aldrich,Decision - Split,3,5:00,      3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 28 - 29.Chris Lee 29 - 28.Adalaide Byrd 28 - 29.
6fd953151d981979,64bee58391921b4b,UFC Fight Night: Joanna vs. Waterson,Women's Flyweight Bout,Lauren Mueller,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Kevin MacDonald,Tony Weeks 27 - 30.Chris Lee 28 - 29.Michelle Olney 28 - 29.
6a740daf1b279661,55b53fdad307b708,UFC Fight Night: Thompson vs. Pettis,Women's Flyweight Bout,JJ Aldrich,KO/TKO,2,3:01,      3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance 
9673a497a9da119a,d2f6b87189908088,UFC 227: Dillashaw vs. Garbrandt 2,Women's Strawweight Bout,JJ Aldrich,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Herb Dean,Marcos Rosales 28 - 29.Sal D'amato 28 - 29.Ron McCarthy 27 - 30.
b76c6268dc1d3c05,9f10afab94cafc45,UFC Fight Night: Stephens vs. Choi,Women's Strawweight Bout,JJ Aldrich,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Keith Peterson,Rob Francis 28 - 29.Sal D'amato 28 - 29.Travis Buesking 28 - 29.
6fd953151d981979,bd4a648bebaefab3,UFC Fight Night: Lewis vs. Hunt,Women's Strawweight Bout,Chan-Mi Jeon,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Neil Swailes,Ritchie Gerard 27 - 30.Charlie Keech 27 - 30.Cameron Quinn 27 - 30.
75a6a390fd5dca46,87b6c507a7684ec2,UFC Fight Night: Lewis vs. Abdurakhimov,Women's Strawweight Bout,JJ Aldrich,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Keith Peterson,Dominic Carolei 27 - 30.Cardo Urso 27 - 30.Derek Cleary 27 - 30.
5e6294b37bbef029,f9345fa82bf43847,UFC Fight Night: Song vs. Simon,Women's Bantamweight Bout,Irina Alekseeva,Submission,1,2:11,      3 Rnd (5-5-5),Jason Herzog,Kneebar After Drop to Ground 
fe5a9547479396ab,435c93cb89016fd1,UFC on FOX: Holm vs. Shevchenko,Featherweight Bout,Jason Knight,Decision - Split,3,5:00,      3 Rnd (5-5-5),John McCarthy,Gabriel Sabaitis 28 - 29.Rick Winter 29 - 28.Matt Janecek 28 - 29.
282fa667ff9c51ed,b2857e799319f931,UFC on FOX: Dos Anjos vs. Cowboy 2,Featherweight Bout,Jim Alers,Could Not Continue,2,1:34,      3 Rnd (5-5-5),Herb Dean,Eye Poke by Alers
4bd6b4800070b069,b91807add93763c9,UFC Fight Night: Henderson vs Thatch,Featherweight Bout,Jim Alers,KO/TKO,2,4:59,      3 Rnd (5-5-5),Tim Mills,Punches to Head At Distance 
f2ad06f1007c481a,f7fac3df5c6dc91f,UFC Fight Night: Minotauro vs Nelson,Featherweight Bout,Jim Alers,Decision - Split,3,5:00,      3 Rnd (5-5-5),Marc Goddard,Howard Hughes 28 - 29.Dean Weir 29 - 28.Andy Roberts 28 - 29.
7a15f3694c5cbc02,5c783d455daff573,UFC 148: Silva vs Sonnen 2,Lightweight Bout,Shane Roller,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Josh Rosenthal,Adalaide Byrd 28 - 29.Patricia Morse-Jarman 28 - 29.Glenn Trowbridge 28 - 29.
cf9d24e4bd0cf2ce,c1c8b38d315d487b,UFC 145: Jones vs Evans,Lightweight Bout,John Alessio,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Blake Grice,Richard Bertrand 27 - 30.Cardo Urso 28 - 29.Ken Coffey 27 - 30.
45fe6765c56d8018,d2bab0dd95364cc8,DREAM 8: Welterweight Grand Prix 2009 1st Round,Welterweight Bout,John Alessio,Submission,1,7:34,      2 Rnd (10-5),Samio Kimura,Armbar From Back Control 
5eedbf1e9601be35,77c268a41d2899d1,WEC 33: Marshall vs. Stann,Welterweight Bout,John Alessio,DQ,1,1:50,      3 Rnd (5-5-5),Josh Rosenthal,Illegal Kick on Ground by Condit
7a15f3694c5cbc02,e282b0b11fbf5301,WEC 31: Faber vs. Curran,Welterweight Bout,Todd Moore,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Mario Yamasaki,Adalaide Byrd 27 - 30.Al Lefkowitz 27 - 30.Glenn Trowbridge 27 - 30.
7a15f3694c5cbc02,32f168f2de60e9d9,WEC 30: McCullough vs. Crunkilton,Welterweight Bout,Marcelo Brito,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Steve Mazzagatti,Abe Belardo 27 - 30.Patricia Morse-Jarman 27 - 30.Cecil Peoples 27 - 30.
7a15f3694c5cbc02,1ad8e82e8af862a3,WEC 28: Faber vs. Farrar,Welterweight Bout,Alex Serdyukov,Submission,1,1:17,      3 Rnd (5-5-5),John McCarthy,Guillotine Choke From Bottom Guard 
f9f07bb5a43535ed,551e407c7ac8414b,WEC 26: Condit vs. Alessio,WEC Welterweight Title Bout,John Alessio,Submission,2,4:59,      5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked ChokeTechnical Submission
7a15f3694c5cbc02,51c462059ac70e0e,WEC 25: McCullough vs. Cope,Welterweight Bout,Brian Gassaway,Submission,1,4:50,      3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke 
31ee470ef5dc8d7f,ebfdeab96ca766be,Ortiz vs Shamrock 3: The Final Chapter,Welterweight Bout,John Alessio,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Troy Waugh,Mike Ross 27 - 30.Michael Pernick 27 - 30.Tim Vannatta 27 - 30.
253d3f9e97ca149a,9b37a20a4132c7cd,WEC 23: Hot August Fights,Catch Weight Bout,John Alessio,Submission,3,1:52,      3 Rnd (5-5-5),Josh Rosenthal,Rear Naked Choke 
82e7929bf6c2b689,d490c78bd5d0145a,UFC 60: Hughes vs Gracie,Welterweight Bout,John Alessio,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Steve Mazzagatti,Richard Bertrand 27 - 30.Cecil Peoples 28 - 29.Alejandro Rochin 28 - 29.
cedfdf8d423d500c,f0b2020d11a0cf94,UFC 26: Ultimate Field Of Dreams,UFC Welterweight Title Bout,John Alessio,Submission,2,1:43,      3 Rnd (5-5-5),John McCarthy,Armbar From Mount 
27541033b97c076d,de2328aa13e5ecdc,The Ultimate Fighter: Heavyweights Finale,Catch Weight Bout,Houston Alexander,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Josh Rosenthal,Glenn Trowbridge 28 - 29.Tony Weeks 28 - 29.Dave Hagen 27 - 30.
f59f1d3a2ff13edd,505d3d9b006014c8,UFC Fight Night: Diaz vs Neer,Light Heavyweight Bout,Houston Alexander,Submission,1,4:53,      3 Rnd (5-5-5),Josh Rosenthal,Arm Triangle From Side Control 
a7f4d0902bb64092,10b19bb48aadc6bd,UFC Fight Night: Florian vs Lauzon,Light Heavyweight Bout,Houston Alexander,KO/TKO,1,0:08,      3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head At Distance 
2924886ee9c4c527,9d59ae86a2e6c444,UFC 78: Validation,Light Heavyweight Bout,Houston Alexander,KO/TKO,1,3:25,      3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount 
0541480fbf719d86,79db1d9b15e16b1d,UFC 75: Champion vs Champion,Light Heavyweight Bout,Alessio Sakara,KO/TKO,1,1:01,      3 Rnd (5-5-5),Yves Lavigne,Knee to Head In Clinch 
0541480fbf719d86,5157988b77ca1097,UFC 71: Liddell vs Jackson,Light Heavyweight Bout,Keith Jardine,KO/TKO,1,0:48,      3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance 
11e3fd7546359fc5,93e3c033ad898819,WEC 34: Faber vs. Pulver,Lightweight Bout,Kenneth Alexander,Decision - Split,3,5:00,      3 Rnd (5-5-5),Josh Rosenthal,Nelson Hamilton 29 - 28.Marcos Rosales 27 - 30.Tony Weeks 27 - 30.
1d00756835ca67c9,996ddac74a29310e,WEC 30: McCullough vs. Crunkilton,Lightweight Bout,Kenneth Alexander,Overturned,1,0:56,      3 Rnd (5-5-5),Josh Rosenthal,Failed Drug Test by Cerrone
b93c06d09d1c4ac0,b9e037a45f8850fb,UFC Fight Night: Vera vs. Sandhagen,Featherweight Bout,Lucas Alexander,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Jacob Montalvo,Gino Garcia 27 - 30.Sal D'amato 27 - 30.Joel Ojeda 27 - 30.
791c8437b341fba5,b4bbc1b7efa770f5,UFC Fight Night: Grasso vs. Araujo,Featherweight Bout,Lucas Alexander,Submission,1,2:02,      3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke 
28e088bbcaaa6366,b72edfcf37abdc98,DWCS Brazil 1.2,Middleweight Bout,Marcio Alexandre Junior,Submission,1,1:52,      3 Rnd (5-5-5),Jason Herzog,Guillotine Choke After Drop to Guard 
523fa774700d7d3f,d48f938269b8ed0b,UFC 194: Aldo vs McGregor,Welterweight Bout,Marcio Alexandre Junior,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30.Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.
d53482bef23235ba,b9893ab3bed62e60,UFC Fight Night: Machida vs Dollaway,Welterweight Bout,Tim Means,Decision - Split,3,5:00,      3 Rnd (5-5-5),Eduardo Herdy,Fernando Amaral 28 - 29.Tony Weeks 29 - 28.Lester Griffin 28 - 29.
d53482bef23235ba,bd0497a410822291,UFC Fight Night: Miocic vs Maldonado,Ultimate Fighter Brazil 3 Middleweight Tournament Title Bout,Warlley Alves,Submission,3,0:25,      3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Guard 
e361e5c858af6ff1,30949e9e17098ab9,WEC 25: McCullough vs. Cope,Welterweight Bout,Olaf Alfonso,TKO - Doctor's Stoppage,2,3:53,      3 Rnd (5-5-5),Steve Mazzagatti,Facial Cuts
b18fb36a4aa00093,c952f6dac20e0e9d,WEC 24: Full Force,Lightweight Bout,Olaf Alfonso,Decision - Split,3,5:00,      3 Rnd (5-5-5),,
85e26e2468b4e82f,5597b162e6c67551,PRIDE Bushido 11,Lightweight Bout,Olaf Alfonso,KO/TKO,1,1:54,      2 Rnd (10-5),Moritaka Oshiro,Punch to Head At Distance 
aa5b4eff51bdc7d1,4f70f4133aa33cbc,WEC 10: Bragging Rights,WEC Lightweight Title Bout,Olaf Alfonso,KO/TKO,3,4:54,      3 Rnd (5-5-5),Jon Schorle,Punches to Head From Mount 
4b37a0bc2ab4cae1,26024189488b22a5,Strikeforce - Miami,Featherweight Bout,Marcos da Matta,Submission,1,1:47,      3 Rnd (5-5-5),Frank Gentile,Armbar 
9abc648e76c4493a,b01e6e97d66681c5,UFC Fight Night: Holloway vs. Allen,Featherweight Bout,TJ Brown,Submission,2,1:40,      3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke 
8fd808923cffff82,adb78db5ba8ccc0f,UFC Fight Night: Sandhagen vs. Song,Featherweight Bout,Bill Algeo,Decision - Split,3,5:00,      3 Rnd (5-5-5),Keith Peterson,Chris Lee 29 - 28.Sal D'amato 28 - 29.Derek Cleary 28 - 29.
9abc648e76c4493a,4dd2bcd2b025204e,UFC Fight Night: Ortega vs. Rodriguez,Featherweight Bout,Herbert Burns,KO/TKO,2,1:50,      3 Rnd (5-5-5),Keith Peterson,toKnee Injury to Burns
9abc648e76c4493a,8.693027377658E+073,UFC Fight Night: Kattar vs. Chikadze,Featherweight Bout,Joanderson Brito,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Keith Peterson,Derek Cleary 27 - 30.David Douglas 28 - 29.Sal D'amato 28 - 29.
1ae8f3c723aacff4,ae0afbff5ba07a34,UFC Fight Night: Font vs. Garbrandt,Featherweight Bout,Bill Algeo,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Eric Colon 27 - 30.Derek Cleary 28 - 29.
be68b375707dcb85,181c3312f14de5a8,UFC Fight Night: Smith vs. Clark,Featherweight Bout,Bill Algeo,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30.Sal D'amato 27 - 30.Tony Weeks 27 - 30.
3974fa35c917af1d,3a8e4b830750e9d4,UFC Fight Night: Smith vs. Rakic,Featherweight Bout,Bill Algeo,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 29.Dave Hagen 27 - 29.Ron McCarthy 27 - 29.
9abc648e76c4493a,a5d956abb25bc988,DWCS 3.1,Featherweight Bout,Brendan Loughnane,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Herb Dean,27 - 30.27 - 30.27 - 30.
ce783bf73b5131f9,693e4a0bed9a1369,UFC 21: Return of the Champions,Middleweight Bout,Royce Alger,KO/TKO,2,1:19,      3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance 
0cf935519d439ba6,90557b479ce1c2a7,UFC 13: The Ultimate Force,Lightweight Bout,Royce Alger,Submission,1,1:36,      1 Rnd + OT (12-3),John McCarthy,Armbar From Bottom Guard 
e70de1859b7ee78e,23ba354e606df0ac,UFC Fight Night: Overeem vs. Oleinik,Welterweight Bout,Keita Nakamura,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Leon Roberts,Lukasz Bosacki 27 - 30.Mark Collett 27 - 30.Howard Hughes 27 - 30.
d317a5e2b3f88c5f,25da6035f591c245,UFC 224: Nunes vs. Pennington,Welterweight Bout,Sultan Aliev,TKO - Doctor's Stoppage,2,5:00,      3 Rnd (5-5-5),Osiris Maia,
fcce75a25c14a804,1ca4274019680d23,UFC on FOX: VanZant vs. Waterson,Welterweight Bout,Sultan Aliev,Decision - Split,3,5:00,      3 Rnd (5-5-5),Ed Collantes,Brandon Saucedo 29 - 28.Mike Guingona 27 - 30.Ron McCarthy 27 - 30.
6e0273f9478be71e,c565bf49fce2a4cd,UFC on FOX: Gustafsson vs Johnson,Welterweight Bout,Sultan Aliev,KO/TKO,1,2:42,      3 Rnd (5-5-5),Bobby Rehman,Punch to Head At Distance 
029afd138865d20a,02615499125b4b5d,UFC Fight Night: Muniz vs. Allen,Lightweight Bout,Nurullo Aliev,Decision - Majority,3,5:00,      3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 27 - 29.Junichiro Kamijo 27 - 29.Ron McCarthy 28 - 28.
ca28cdf526d6b6e9,54bb1fe01939ba39,DWCS 6.9,Lightweight Bout,Josh Wick,KO/TKO,1,4:36,      3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground 
547afe1017e72dbe,d22de60b7a3d908c,UFC 288: Sterling vs. Cejudo,Middleweight Bout,Ikram Aliskerov,KO/TKO,1,2:10,      3 Rnd (5-5-5),Gasper Oliver,Punches to Head At Distance 
b07aed698fba8624,dc3cdbd2e0a17d9d,DWCS 6.8,Middleweight Bout,Mario Sousa,Submission,1,2:09,      3 Rnd (5-5-5),Mark Smith,Kimura From Side Control 
6db394bf6c3b017c,940db2e9f51e4736,DWCS 6.9,Middleweight Bout,Brunno Ferreira,KO/TKO,1,1:35,      3 Rnd (5-5-5),Mark Smith,Punches to Head In Clinch 
e4277e87a789d687,88cc78d2d5d6bcaa,UFC 268: Usman vs. Covington 2,Light Heavyweight Bout,John Allan,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Marc Goddard,Dave Tirelli 28 - 29.Mike Bell 28 - 29.Doug Crosby 27 - 30.
327d5f279895110d,4478ee77a647ae9d,UFC Fight Night: Hermansson vs. Vettori,Light Heavyweight Bout,John Allan,Decision - Split,3,5:00,      3 Rnd (5-5-5),Herb Dean,Chris Lee 29 - 28.Dave Hagen 27 - 30.Mike Bell 28 - 29.
18b602842a24f7c5,aa6a9aeeb45577d4,UFC Fight Night: De Randamie vs. Ladd,Light Heavyweight Bout,John Allan,Overturned,3,5:00,      3 Rnd (5-5-5),Mike Beltran,Failed Drug Test by AllanWade Vierra 28 - 29.Marcos Rosales 28 - 29.Ron McCarthy 27 - 30.
acb36c908d415c4a,68c442e1071390b9,DWCS Brazil 1.3,Light Heavyweight Bout,John Allan,Submission,2,3:40,      3 Rnd (5-5-5),Jason Herzog,Triangle Choke From Bottom Guard 
b9d0fd83bb8a147a,33e44be826a1cd2a,KOTC 24: Mayhem,Light Heavyweight Bout,George Allen,Decision - Unanimous,2,5:00,      2 Rnd (5-5),,
150ff4cc642270b9,6049301b4deea035,UFC Fight Night: Holloway vs. Allen,Featherweight Bout,Arnold Allen,Decision - Unanimous,5,5:00,      5 Rnd (5-5-5-5-5),Jason Herzog,Chris Lee 46 - 49.Sal D'amato 46 - 49.Travis Buesking 47 - 48.
751de04455cfaac0,a554a72bb0377213,UFC Fight Night: Kattar vs. Allen,Featherweight Bout,Arnold Allen,KO/TKO,2,0:08,      5 Rnd (5-5-5-5-5),Herb Dean,to At DistanceKnee injury
040a74bb0a465c54,ce3d94186567a684,UFC Fight Night: Volkov vs. Aspinall,Featherweight Bout,Dan Hooker,KO/TKO,1,2:33,      3 Rnd (5-5-5),Daniel Movahedi,Punches to Head At Distance 
040a74bb0a465c54,71b81d8199a0fa19,UFC Fight Night: Vettori vs. Holland,Featherweight Bout,Sodiq Yusuff,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Sal D'amato 28 - 29.Rick Winter 28 - 29.
040a74bb0a465c54,ed94cdc0f2b97e15,UFC Fight Night: Blaydes vs. Dos Santos,Featherweight Bout,Nik Lentz,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Wayne Spinola,Derek Cleary 28 - 29.Tiffany Sorber 28 - 29.Chris Lee 27 - 30.
aa5b4eff51bdc7d1,c48af5eafb532d0a,UFC 239: Jones vs. Santos,Featherweight Bout,Arnold Allen,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 30.Sal D'amato 27 - 30.Ron McCarthy 27 - 30.
040a74bb0a465c54,8cc4c597aecbfef5,UFC Fight Night: Till vs. Masvidal,Featherweight Bout,Jordan Rinaldi,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Leon Roberts,Pawel Harasim 26 - 30.Anders Ohlsson 27 - 30.Paul Sutherland 28 - 29.
040a74bb0a465c54,f6efb09c01e4cac6,UFC Fight Night: Thompson vs. Till,Featherweight Bout,Mads Burnell,Submission,3,2:41,      3 Rnd (5-5-5),Neil Hall,Guillotine Choke Standing 
040a74bb0a465c54,7ec86f2af631344f,UFC Fight Night: Manuwa vs. Anderson,Featherweight Bout,Makwan Amirkhani,Decision - Split,3,5:00,      3 Rnd (5-5-5),Neil Hall,Howard Hughes 29 - 28.Mark Collett 27 - 30.Paul Sutherland 27 - 30.
040a74bb0a465c54,c82f9bc365ff1074,UFC Fight Night: Silva vs Bisping,Featherweight Bout,Yaotzin Meza,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Grant Waterman,Ben Cartlidge 27 - 30.Howard Hughes 27 - 30.Andy Roberts 27 - 30.
f2ad06f1007c481a,cd7fd3f034717d3c,UFC Fight Night: Jedrzejczyk vs Penne,Featherweight Bout,Arnold Allen,Submission,3,1:41,      3 Rnd (5-5-5),Wolf Menninger,Guillotine Choke On Ground 
2f181c0467965b98,9124740fe7816d70,UFC Fight Night: Emmett vs. Topuria,Middleweight Bout,Bruno Silva,Submission,1,4:39,      3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke 
886264a0c9f4ea5e,2ba11e0bf32829d6,UFC Fight Night: Muniz vs. Allen,Middleweight Bout,Brendan Allen,Submission,3,4:25,      3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke 
4e06913c91da5200,8c9ff13791378784,UFC Fight Night: Dern vs. Yan,Middleweight Bout,Brendan Allen,Submission,1,4:17,      3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke 
2f181c0467965b98,50eed57ea1390e16,UFC 275: Teixeira vs. Prochazka,Middleweight Bout,Jacob Malkoun,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Jason Herzog,Evan Field 28 - 29.Garth Harriman 28 - 29.Howard Hughes 28 - 29.
d156513a19acf856,0730c4e6fb247fa1,UFC Fight Night: Hermansson vs. Strickland,Light Heavyweight Bout,Brendan Allen,Submission,2,2:10,      3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke 
2f181c0467965b98,9e5bbbacf1d92cb4,UFC Fight Night: Font vs. Aldo,Middleweight Bout,Chris Curtis,KO/TKO,2,1:58,      3 Rnd (5-5-5),Herb Dean,Knees to Body In Clinch 
64facb6cc564262d,4911094a4ee26868,UFC Fight Night: Sandhagen vs. Dillashaw,Middleweight Bout,Brendan Allen,Decision - Unanimous,3,5:00,      3 Rnd (5-5-5),Keith Peterson,Dave Hagen 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 28 - 29.
