Fighter_ID,Fight_ID,Result,Fight_Name,Fight_Date,METHOD,ROUND,TIME
93fe7332d16c6ad9,9be14b958737f074,loss,Strikeforce - Henderson vs. Babalu,"Dec. 04, 2010",U-DEC,3,5:00
93fe7332d16c6ad9,bcb38a9d29822d3d,win,Strikeforce - Heavy Artillery,"May. 15, 2010",SUB,1,0:56
15df64c02b6b0fde,38231925d72d1309,loss,UFC 63: Hughes vs Penn,"Sep. 23, 2006",S-DEC,3,5:00
15df64c02b6b0fde,387bdcc2ca8709c1,loss,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun. 24, 2006",SUB,1,2:56
59a9d6dac61c2540,ce99b089400a4ad3,loss,DWCS 6.7,"Sep. 06, 2022",U-DEC,3,5:00
b361180739bed4b0,7067ccf701531a60,loss,EliteXC - Street Certified,"Feb. 16, 2008",KO/TKO,1,0:43
b361180739bed4b0,62de80851ebcc85a,loss,Strikeforce - Tank vs. Buentello,"Oct. 07, 2006",KO/TKO,1,0:43
b361180739bed4b0,148ded708e1db0a0,loss,PRIDE Final Conflict 2005,"Aug. 28, 2005",SUB,1,7:40
b361180739bed4b0,d1d33be012417f75,loss,UFC 45: Revolution,"Nov. 21, 2003",KO/TKO,1,2:14
b361180739bed4b0,ffe629a5232a878b,loss,UFC 43: Meltdown,"Jun. 06, 2003",SUB,1,1:59
b361180739bed4b0,a85a0831580696ff,loss,UFC 41: Onslaught,"Feb. 28, 2003",SUB,1,0:46
b361180739bed4b0,f85bbc760000f001,loss,UFC - Ultimate Brazil,"Oct. 16, 1998",KO/TKO,1,8:07
b361180739bed4b0,1e14e79a477f2357,win,UFC 17: Redemption,"May. 15, 1998",KO/TKO,1,0:43
b361180739bed4b0,764e492b55c0ec40,win,UFC - Ultimate Japan,"Dec. 21, 1997",U-DEC,2,3:00
b361180739bed4b0,b3cafb4e6e1b2ad0,loss,UFC 15: Collision Course,"Oct. 17, 1997",SUB,1,8:08
b361180739bed4b0,0e16795e385e76a7,loss,UFC 13: The Ultimate Force,"May. 30, 1997",KO/TKO,1,0:52
b361180739bed4b0,d595d2c36ddba8ee,loss,UFC - Ultimate Ultimate '96,"Dec. 07, 1996",SUB,1,1:22
b361180739bed4b0,c8ff8a72f3c5a825,win,UFC - Ultimate Ultimate '96,"Dec. 07, 1996",KO/TKO,1,1:03
b361180739bed4b0,f84070b049bc14e6,win,UFC - Ultimate Ultimate '96,"Dec. 07, 1996",KO/TKO,1,2:51
b361180739bed4b0,9f6a7aee1fce539a,loss,UFC 11: The Proving Ground,"Sep. 20, 1996",U-DEC,2,3:00
b361180739bed4b0,398ff6015a5ba3b5,win,UFC 11: The Proving Ground,"Sep. 20, 1996",SUB,1,2:06
b361180739bed4b0,0d872527bbb3cd40,loss,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",U-DEC,1,18:00
b361180739bed4b0,6b0430e9c97afec7,win,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",SUB,1,1:14
b361180739bed4b0,66c029f49d3c5da6,loss,UFC 6: Clash of the Titans,"Jul. 14, 1995",SUB,1,17:45
b361180739bed4b0,43f6b0c40113d0d8,win,UFC 6: Clash of the Titans,"Jul. 14, 1995",KO/TKO,1,1:53
b361180739bed4b0,88945d70ee6c6467,win,UFC 6: Clash of the Titans,"Jul. 14, 1995",KO/TKO,1,0:20
3329d692aea4dc28,5a2b86570110191b,nc,UFC 277: Pena vs. Nunes 2,"Jul. 30, 2022",Overturned,3,5:00
2f5cbecbbe18bac4,fffdc57255274be1,loss,UFC 283: Teixeira vs. Hill,"Jan. 21, 2023",KO/TKO,2,2:56
2f5cbecbbe18bac4,ae989e21c3839b49,loss,UFC Fight Night: Volkov vs. Aspinall,"Mar. 19, 2022",KO/TKO,1,4:03
2f5cbecbbe18bac4,f085f32bbb3220e1,loss,UFC 266: Volkanovski vs. Ortega,"Sep. 25, 2021",KO/TKO,2,1:23
2f5cbecbbe18bac4,066756ea40b134a7,loss,UFC 242: Khabib vs. Poirier,"Sep. 07, 2019",KO/TKO,2,2:22
2f5cbecbbe18bac4,0bc7e4852f75a06d,win,UFC Fight Night: Overeem vs. Oleinik,"Apr. 20, 2019",KO/TKO,2,3:15
2f5cbecbbe18bac4,a7e8416f0d57c8e0,win,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018",U-DEC,3,5:00
2f5cbecbbe18bac4,4d5c3ddc740b89ca,win,UFC Fight Night: Bisping vs. Gastelum,"Nov. 25, 2017",KO/TKO,1,1:24
2f5cbecbbe18bac4,cb1e57b5f8c92922,loss,UFC Fight Night: Lewis vs. Abdurakhimov,"Dec. 09, 2016",KO/TKO,4,3:42
2f5cbecbbe18bac4,412735f3e0b66ea6,win,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",S-DEC,3,5:00
2f5cbecbbe18bac4,e508ba268cb295c0,win,UFC Fight Night: Cowboy vs Cowboy,"Feb. 21, 2016",U-DEC,3,5:00
2f5cbecbbe18bac4,f9373ab59b7a853b,loss,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",KO/TKO,1,4:57
c0ed7b208197e8de,2de50e21c8f32761,draw,PRIDE Bushido 12,"Aug. 27, 2006",Other,2,5:00
c0ed7b208197e8de,512e65ebe4fea988,loss,PRIDE Bushido 4,"Jul. 19, 2004",SUB,1,2:52
5140122c3eecd307,484c48d3723e72cd,loss,UFC Fight Night: Cowboy vs. Edwards,"Jun. 23, 2018",U-DEC,3,5:00
5140122c3eecd307,194d3950076b2f83,loss,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018",U-DEC,3,5:00
5140122c3eecd307,e0e4ce7595b5c26a,win,UFC Fight Night: Saint Preux vs. Okami,"Sep. 22, 2017",U-DEC,3,5:00
c9f6385af6df66d7,a86b801279e0ef4a,loss,UFC Fight Night: Condit vs Kampmann 2,"Aug. 28, 2013",KO/TKO,3,1:32
c9f6385af6df66d7,e67e15cc6578d1c3,win,UFC on FUEL TV: Mousasi vs Latifi,"Apr. 06, 2013",S-DEC,3,5:00
c9f6385af6df66d7,a2308473bcd77da8,loss,UFC on FUEL TV: Gustafsson vs Silva,"Apr. 14, 2012",SUB,1,4:33
c9f6385af6df66d7,30d0cab706e43838,loss,UFC 138: Leben vs Munoz,"Nov. 05, 2011",SUB,1,3:32
aa6e591c2a2cdecd,c39da8538d9c0321,loss,UFC Fight Night: Boetsch vs Henderson,"Jun. 06, 2015",S-DEC,3,5:00
aa6e591c2a2cdecd,e64310b89b54db3f,win,UFC Fight Night: Miocic vs Maldonado,"May. 31, 2014",SUB,2,1:06
7279654c7674cd24,0fcf42b68f2f0fa3,nc,UFC Fight Night: Woodley vs. Burns,"May. 30, 2020",Overturned,1,1:51
7279654c7674cd24,f820c6292e19d854,loss,UFC Fight Night: Zabit vs. Kattar,"Nov. 09, 2019",S-DEC,3,5:00
7279654c7674cd24,f711b3ec6bc3c407,win,UFC Fight Night: Dos Anjos vs. Edwards,"Jul. 20, 2019",U-DEC,3,5:00
7279654c7674cd24,14c505d7ad55883c,loss,UFC Fight Night: Blachowicz vs. Santos,"Feb. 23, 2019",U-DEC,3,5:00
1c5879330d42255f,8b5130c2f2723a90,loss,Fury FC 5: Final Conflict,"Dec. 06, 2007",SUB,1,1:22
1c5879330d42255f,5769c08adc653958,loss,PRIDE Bushido 9: The Tournament,"Sep. 25, 2005",U-DEC,2,5:00
1c5879330d42255f,d825023bc9f343fc,win,PRIDE Bushido 8,"Jul. 17, 2005",U-DEC,2,5:00
1c5879330d42255f,5584458cadd0a0ca,win,PRIDE Bushido 6,"Apr. 03, 2005",KO/TKO,2,3:34
989b85f6540c86b1,99d0517adc67fc40,loss,Road to UFC 1.4,"Jun. 10, 2022",SUB,1,4:37
2620f3eb21c79614,81b0c08f7503e79a,win,UFC 24: First Defense,"Mar. 10, 2000",SUB,1,3:09
83b00f7597e5ac83,57961c6adebfb13d,loss,UFC 247: Jones vs. Reyes,"Feb. 08, 2020",KO/TKO,1,1:59
83b00f7597e5ac83,88b1d4f951070f83,loss,UFC Fight Night: Dos Anjos vs. Edwards,"Jul. 20, 2019",KO/TKO,1,0:45
83b00f7597e5ac83,0bc354fbb6e99ab6,loss,UFC Fight Night: Iaquinta vs. Cowboy,"May. 04, 2019",U-DEC,3,5:00
83b00f7597e5ac83,c4f443509308dec6,win,UFC Fight Night: Lee vs. Iaquinta,"Dec. 15, 2018",KO/TKO,3,0:58
83b00f7597e5ac83,ce7013cf4b6ee053,win,DWCS 2.7,"Jul. 31, 2018",KO/TKO,1,4:17
a77633a989013265,2b36807773190d38,loss,DWCS 4.2,"Aug. 11, 2020",U-DEC,3,5:00
a77633a989013265,85d229f57a94da6c,loss,DWCS 2.5,"Jul. 17, 2018",S-DEC,3,5:00
79cb2a690b9ba5e8,a679800d2e7c3be2,loss,UFC Fight Night: Volkov vs. Rozenstruik,"Jun. 04, 2022",KO/TKO,1,1:01
79cb2a690b9ba5e8,1978b44503c3d9ff,win,UFC Fight Night: Hall vs. Strickland,"Jul. 31, 2021",U-DEC,3,5:00
79cb2a690b9ba5e8,ddbe6fd66d7f9e35,loss,UFC Fight Night: Chiesa vs. Magny,"Jan. 20, 2021",U-DEC,3,5:00
79cb2a690b9ba5e8,dfbb110855354039,loss,UFC Fight Night: Eye vs. Calvillo,"Jun. 13, 2020",KO/TKO,1,0:32
1338e2c7480bdf9e,7f16e7725245bb2d,loss,UFC 293: Adesanya vs. Strickland,"Sep. 09, 2023",U-DEC,5,5:00
1338e2c7480bdf9e,fe143cb868adfded,win,UFC 287: Pereira vs. Adesanya 2,"Apr. 08, 2023",KO/TKO,2,4:21
1338e2c7480bdf9e,04f32bb0c0d3a8cc,loss,UFC 281: Adesanya vs. Pereira,"Nov. 12, 2022",KO/TKO,5,2:01
1338e2c7480bdf9e,a7eaf7b101166d3e,win,UFC 276: Adesanya vs. Cannonier,"Jul. 02, 2022",U-DEC,5,5:00
1338e2c7480bdf9e,ca8f73d038c4d6e7,win,UFC 271: Adesanya vs. Whittaker 2,"Feb. 12, 2022",U-DEC,5,5:00
1338e2c7480bdf9e,6cd44e1b2d093ea4,win,UFC 263: Adesanya vs. Vettori 2,"Jun. 12, 2021",U-DEC,5,5:00
1338e2c7480bdf9e,7de9867b7cc2b1b1,loss,UFC 259: Blachowicz vs. Adesanya,"Mar. 06, 2021",U-DEC,5,5:00
1338e2c7480bdf9e,fd76b75c28dc247a,win,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020",KO/TKO,2,3:59
1338e2c7480bdf9e,b46f2f007b622bce,win,UFC 248: Adesanya vs. Romero,"Mar. 07, 2020",U-DEC,5,5:00
1338e2c7480bdf9e,2556b7520536ce1d,win,UFC 243: Whittaker vs. Adesanya,"Oct. 05, 2019",KO/TKO,2,3:33
1338e2c7480bdf9e,9bfda7c26578aaac,win,UFC 236: Holloway vs. Poirier 2,"Apr. 13, 2019",U-DEC,5,5:00
1338e2c7480bdf9e,4eb91cfc892a108e,win,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019",U-DEC,3,5:00
1338e2c7480bdf9e,e4e1d12441b90866,win,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018",KO/TKO,1,4:51
1338e2c7480bdf9e,247f9e56965a1c07,win,The Ultimate Fighter: Undefeated Finale,"Jul. 06, 2018",U-DEC,5,5:00
1338e2c7480bdf9e,b8b9a8e504d51ba5,win,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018",S-DEC,3,5:00
1338e2c7480bdf9e,1cd5d5e271b646a3,win,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018",KO/TKO,2,3:37
0e9869d712e81f8f,398ff6015a5ba3b5,loss,UFC 11: The Proving Ground,"Sep. 20, 1996",SUB,1,2:06
0e9869d712e81f8f,f59b1215176636f6,win,UFC 10: The Tournament,"Jul. 12, 1996",U-DEC,2,3:00
0e9869d712e81f8f,90bce37a788afeaa,loss,UFC 8: David vs Goliath,"Feb. 16, 1996",KO/TKO,1,0:48
0e9869d712e81f8f,5701dbbbfa4f8313,win,UFC 8: David vs Goliath,"Feb. 16, 1996",KO/TKO,1,0:50
ebc5af72ad5a28cb,823d7037552a8907,loss,UFC 45: Revolution,"Nov. 21, 2003",KO/TKO,2,2:14
a08ddd04eaffd81d,d9f5d05b07bae09e,loss,UFC Fight Night: Sandhagen vs. Song,"Sep. 17, 2022",SUB,2,2:19
a08ddd04eaffd81d,c6fc43c351b08bda,loss,UFC 272: Covington vs. Masvidal,"Mar. 05, 2022",SUB,2,3:27
a08ddd04eaffd81d,38957d8eb185391c,win,UFC Fight Night: Dern vs. Rodriguez,"Oct. 09, 2021",SUB,3,0:53
a08ddd04eaffd81d,37a6fc5e69a7932d,loss,UFC Fight Night: Munhoz vs. Edgar,"Aug. 22, 2020",KO/TKO,2,1:38
a08ddd04eaffd81d,7606d2f8d8b0e889,win,UFC Fight Night: Eye vs. Calvillo,"Jun. 13, 2020",SUB,1,2:42
a08ddd04eaffd81d,2a8e1f19b8a94295,loss,DWCS 3.6,"Jul. 30, 2019",U-DEC,3,5:00
44aa652b181bcf68,d84f88ac792e8c53,loss,UFC 26: Ultimate Field Of Dreams,"Jun. 09, 2000",KO/TKO,1,4:34
6cadc0a0ba7dc015,1206dc7d5228f5bd,loss,WFA - King of the Streets,"Jul. 22, 2006",KO/TKO,1,2:43
8f382b3baa954d2a,f5a038c18f7a44fc,loss,UFC Fight Night: Barboza vs. Gaethje,"Mar. 30, 2019",U-DEC,3,5:00
8f382b3baa954d2a,a932059e61f4c25e,loss,UFC Fight Night: Blaydes vs. Ngannou 2,"Nov. 24, 2018",SUB,1,3:41
8f382b3baa954d2a,7fe2b6a9fc4748fa,win,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018",U-DEC,3,5:00
8f382b3baa954d2a,af2ef75664656957,loss,UFC 211: Miocic vs. Dos Santos,"May. 13, 2017",U-DEC,3,5:00
8f382b3baa954d2a,0bf405dabb25251a,loss,UFC 190: Rousey vs Correia,"Aug. 01, 2015",U-DEC,3,5:00
cf946e03ba2e7666,1f2f27b36e79da74,loss,UFC 262: Oliveira vs. Chandler,"May. 15, 2021",U-DEC,3,5:00
cf946e03ba2e7666,1109a8f2adc81ce0,loss,UFC Fight Night: Eye vs. Calvillo,"Jun. 13, 2020",S-DEC,3,5:00
cf946e03ba2e7666,f882cf76a8bce308,loss,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020",KO/TKO,1,3:21
cf946e03ba2e7666,f047e3605f8852d8,loss,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",U-DEC,3,5:00
cf946e03ba2e7666,6173056f0e080ca6,win,UFC Fight Night: Barboza vs. Gaethje,"Mar. 30, 2019",U-DEC,3,5:00
cf946e03ba2e7666,4e6bbc5832e55f64,win,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018",U-DEC,3,5:00
cf946e03ba2e7666,ca7f63aca5581fa8,win,DWCS 2.4,"Jul. 10, 2018",S-DEC,3,5:00
c051c2e12d692b8a,420f7e6530dbc727,win,UFC 290: Volkanovski vs. Rodriguez,"Jul. 08, 2023",KO/TKO,1,0:17
c051c2e12d692b8a,a26ca06cce403ce2,loss,UFC Fight Night: Lewis vs. Spivac,"Feb. 04, 2023",SUB,1,4:20
c051c2e12d692b8a,e5c5fcd3042d339d,win,DWCS 6.5,"Aug. 23, 2022",SUB,3,1:56
ae071698e1a3ccd4,37fda56a435a9b24,loss,UFC Fight Night: Rodriguez vs. Waterson,"May. 08, 2021",SUB,1,2:52
ae071698e1a3ccd4,c5ba56d51f6b0171,loss,UFC Fight Night: Smith vs. Rakic,"Aug. 29, 2020",SUB,2,1:47
ae071698e1a3ccd4,58e72b1a38880ba9,win,UFC Fight Night: Eye vs. Calvillo,"Jun. 13, 2020",KO/TKO,1,0:59
0978385b2bd9ef9b,9f09e77e46f15766,loss,UFC Fight Night: Strickland vs. Imavov,"Jan. 14, 2023",U-DEC,3,5:00
9e3dbb9c68ed5d1a,cb640b7dcc9db7e8,nc,Strikeforce Challengers 1,"May. 15, 2009",Overturned,2,3:42
9e3dbb9c68ed5d1a,431f9bad886eb2ae,loss,EliteXC - Uprising,"Sep. 15, 2007",S-DEC,3,5:00
49dea784f6cfed71,09497799dab23f4d,loss,DWCS 6.10,"Sep. 27, 2022",KO/TKO,1,0:48
2eada40ac8801559,757b2a060d9151df,loss,ProElite 3: Da Spyder vs. Minowaman,"Jan. 21, 2012",U-DEC,3,5:00
2eada40ac8801559,5b9aaee3ed9e3db0,loss,Strikeforce Challengers 10,"Aug. 13, 2010",U-DEC,3,3:00
2eada40ac8801559,2b39788a4f9530d1,win,Strikeforce Challengers 10,"Aug. 13, 2010",SUB,2,1:48
2eada40ac8801559,5636300eff639caf,loss,Strikeforce - Shamrock vs. Diaz,"Apr. 11, 2009",KO/TKO,3,0:35
16690d100f995f8f,1aba46988c9b58f9,loss,UFC 264: Poirier vs. McGregor 3,"Jul. 10, 2021",S-DEC,3,5:00
16690d100f995f8f,ac475de5a3d0d7e2,win,UFC Fight Night: Chiesa vs. Magny,"Jan. 20, 2021",SUB,2,1:41
16690d100f995f8f,22e10b23784e5efc,loss,UFC Fight Night: Lewis vs. Oleinik,"Aug. 08, 2020",U-DEC,3,5:00
16690d100f995f8f,dd88960598219eba,win,UFC 245: Usman vs. Covington,"Dec. 14, 2019",U-DEC,3,5:00
16690d100f995f8f,9a46f95c1c1e57f0,win,UFC 242: Khabib vs. Poirier,"Sep. 07, 2019",U-DEC,3,5:00
16690d100f995f8f,aaad7e29825b3264,win,UFC Fight Night: Lewis vs. Dos Santos,"Mar. 09, 2019",U-DEC,3,5:00
16690d100f995f8f,0be6540982a5b0cd,draw,UFC 219: Cyborg vs. Holm,"Dec. 30, 2017",M-DEC,3,5:00
16690d100f995f8f,78e38f1ad43c3479,win,UFC Fight Night: Gustafsson vs. Teixeira,"May. 28, 2017",S-DEC,3,5:00
16690d100f995f8f,450760216f5643ca,win,UFC Fight Night: Whittaker vs. Brunson,"Nov. 26, 2016",U-DEC,3,5:00
16690d100f995f8f,815fd4ebdc288e83,loss,UFC on FOX: Teixeira vs Evans,"Apr. 16, 2016",KO/TKO,3,3:03
16690d100f995f8f,1cc9816d18aa29d0,loss,UFC Fight Night: Namajunas vs. VanZant,"Dec. 10, 2015",KO/TKO,3,2:18
16690d100f995f8f,245009a9e1a0f60b,win,UFC Fight Night: Boetsch vs Henderson,"Jun. 06, 2015",KO/TKO,1,5:00
16690d100f995f8f,e4a9c93ff23eb5bb,win,UFC 182: Jones vs Cormier,"Jan. 03, 2015",U-DEC,3,5:00
16690d100f995f8f,0b3c3d363c82835f,loss,UFC Fight Night: Gustafsson vs Manuwa,"Mar. 08, 2014",SUB,1,4:36
16690d100f995f8f,e9bc416752cadd29,win,UFC Fight Night: Belfort vs Henderson 2,"Nov. 09, 2013",KO/TKO,1,3:31
b0550072e5f0afa7,caef4f8801f39345,loss,UFC Fight Night: Henderson vs Masvidal,"Nov. 28, 2015",S-DEC,3,5:00
b0550072e5f0afa7,1e797ccd275a98d0,win,UFC Fight Night: Hunt vs Nelson,"Sep. 20, 2014",U-DEC,3,5:00
b0550072e5f0afa7,53d2a57daaae700b,loss,UFC 144: Edgar vs Henderson,"Feb. 25, 2012",U-DEC,3,5:00
b0550072e5f0afa7,eb3093e235f048c8,loss,UFC 133: Evans vs Ortiz 2,"Aug. 06, 2011",KO/TKO,1,1:52
b0550072e5f0afa7,ab341b7bb01cdc89,loss,UFC 120: Bisping vs Akiyama,"Oct. 16, 2010",U-DEC,3,5:00
b0550072e5f0afa7,049659c5a58ebb61,loss,UFC 116: Lesnar vs Carwin,"Jul. 03, 2010",SUB,3,4:40
b0550072e5f0afa7,15705df8ba8dcbe1,win,UFC 100,"Jul. 11, 2009",S-DEC,3,5:00
b0550072e5f0afa7,4eaec67c66814dab,win,DREAM 6: Middleweight Grand Prix 2008 Final Round,"Sep. 23, 2008",SUB,1,6:26
b0550072e5f0afa7,51dc9b89cc914cff,win,DREAM 5: Lightweight Grand Prix 2008 Final Round,"Jul. 21, 2008",SUB,1,6:34
b0550072e5f0afa7,96c5470d4dbc39fb,nc,Yarrenoka! - New Year's Eve 2007,"Dec. 31, 2007",Overturned,1,7:48
b0550072e5f0afa7,c8cd7b374b6754e4,win,K-1 Hero's Korea 2007,"Oct. 28, 2007",KO/TKO,1,4:45
b0550072e5f0afa7,1216446c6ad271e7,nc,K-1 Dynamite!! 2006,"Dec. 31, 2006",Overturned,1,5:37
b0550072e5f0afa7,7a710073c7e0eb19,win,K-1 Hero's 7,"Oct. 09, 2006",SUB,1,1:58
b0550072e5f0afa7,48a14912ae1331dd,win,K-1 Hero's 7,"Oct. 09, 2006",KO/TKO,1,3:01
b0550072e5f0afa7,54248bb11f17c770,win,K-1 Hero's 6,"Aug. 05, 2006",SUB,1,2:01
b0550072e5f0afa7,1e11b42ab5611ade,win,K-1 Hero's 5,"May. 03, 2006",KO/TKO,1,2:25
b0550072e5f0afa7,2eb4d3172c1f8ec1,win,K-1 Hero's 4,"Mar. 15, 2006",SUB,2,1:41
b0550072e5f0afa7,7883d46d372aaec2,win,K-1 Hero's Seoul,"Nov. 05, 2005",KO/TKO,1,3:31
b0550072e5f0afa7,a4cacfd8d5bec345,win,K-1 World MAX 2005 Champions Challenge,"Oct. 12, 2005",KO/TKO,1,2:47
b0550072e5f0afa7,e92d4aa522ad4307,win,K-1 Hero's 2,"Jul. 06, 2005",SUB,1,0:59
b0550072e5f0afa7,87cca96b1ca170d5,loss,K-1 Hero's 1,"Mar. 26, 2005",KO/TKO,1,2:24
b0550072e5f0afa7,00d1e67bbc3d797e,win,K-1 Dynamite!! 2004,"Dec. 31, 2004",SUB,1,1:54
1fc64507a0cb38cf,1cb7138b107b93b5,loss,UFC 243: Whittaker vs. Adesanya,"Oct. 05, 2019",U-DEC,3,5:00
1fc64507a0cb38cf,93330422e1f2e0be,loss,UFC Fight Night: Gustafsson vs. Smith,"Jun. 01, 2019",U-DEC,3,5:00
38b50fd1e1b5b656,03c2cebad8d8c012,loss,UFC 104: Machida vs Shogun,"Oct. 24, 2009",S-DEC,3,5:00
38b50fd1e1b5b656,d8f64b001cd590fa,loss,UFC Fight Night - Fight for the Troops,"Dec. 10, 2008",SUB,1,4:04
597499ac7a5aac62,e8838908c0d6a875,win,DWCS 7.2,"Aug. 15, 2023",U-DEC,3,5:00
1cf1310684a841f5,2fec2ba8ea346a3a,loss,UFC 112: Invincible,"Apr. 10, 2010",U-DEC,3,5:00
1cf1310684a841f5,3b44d0179f94726c,loss,UFC 99: The Comeback,"Jun. 13, 2009",KO/TKO,1,3:06
1cf1310684a841f5,b3f4583109b429af,loss,UFC 92: The Ultimate 2008,"Dec. 27, 2008",KO/TKO,1,4:37
7578cc6bd750206b,49b0a1f8367b9074,loss,DWCS 3.8,"Aug. 13, 2019",KO/TKO,3,4:34
2144954270be834d,b30407b833e96f96,loss,Strikeforce - Young Guns 3,"Sep. 13, 2008",KO/TKO,2,1:41
1897b7b913736a7c,6010f681e54ba2cd,win,UFC 279: Diaz vs. Ferguson,"Sep. 10, 2022",U-DEC,3,5:00
1897b7b913736a7c,fb7ebdda8658fa05,win,UFC Fight Night: Luque vs. Muhammad,"Apr. 16, 2022",KO/TKO,1,0:47
1897b7b913736a7c,178756c3cb23b884,draw,UFC Fight Night: Smith vs. Spann,"Sep. 18, 2021",U-DEC,3,5:00
1897b7b913736a7c,ac6b2a5f24c2b8bd,loss,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020",U-DEC,3,5:00
1897b7b913736a7c,15aa55a91cf848cf,win,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019",S-DEC,3,5:00
1897b7b913736a7c,2e001d8c2f6106fc,win,UFC Fight Night: Andrade vs. Zhang,"Aug. 31, 2019",U-DEC,3,5:00
6d35bf94f7d30241,d7ae0993c7a378ee,win,UFC Fight Night: Kara-France vs. Albazi,"Jun. 03, 2023",S-DEC,5,5:00
6d35bf94f7d30241,d95eeba3de7ecac5,win,UFC Fight Night: Cannonier vs. Strickland,"Dec. 17, 2022",KO/TKO,3,2:13
6d35bf94f7d30241,6b9f82291930bfec,win,UFC 278: Usman vs. Edwards,"Aug. 20, 2022",SUB,1,4:34
6d35bf94f7d30241,aaf45b095452be23,win,UFC 257: Poirier vs. McGregor,"Jan. 23, 2021",U-DEC,3,5:00
6d35bf94f7d30241,b9b0da84b243213f,win,UFC Fight Night: Figueiredo vs. Benavidez 2,"Jul. 18, 2020",SUB,1,4:42
9b28292abe3166d5,b48fdc15154b542e,loss,Strikeforce - Diaz vs. Daley,"Apr. 09, 2011",KO/TKO,1,1:46
7bd94b60d7521e4a,9cb8fe20b05d886e,loss,UFC on FOX: Johnson vs Moraga,"Jul. 27, 2013",SUB,2,2:49
7bd94b60d7521e4a,f0cf2ca8e5c621a8,loss,UFC on FOX: Henderson vs Diaz,"Dec. 08, 2012",SUB,1,4:59
7bd94b60d7521e4a,8e4439cdc98d0644,loss,The Ultimate Fighter: Live Finale,"Jun. 01, 2012",SUB,1,4:18
7bd94b60d7521e4a,74e92a66b29674a9,loss,UFC on FUEL TV: Sanchez vs Ellenberger,"Feb. 15, 2012",SUB,1,3:45
7bd94b60d7521e4a,72481ce1897251cd,win,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Dec. 03, 2011",KO/TKO,1,1:09
c482c8605455a213,9ba051e0f5674108,loss,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",KO/TKO,1,3:38
c482c8605455a213,491b7d974254596d,loss,UFC Fight Night: Assuncao vs. Moraes 2,"Feb. 02, 2019",KO/TKO,2,0:54
c482c8605455a213,3dcb1a7b081afbe1,loss,UFC 224: Nunes vs. Pennington,"May. 12, 2018",SUB,1,1:45
c482c8605455a213,603354ffe9cc0755,loss,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017",U-DEC,3,5:00
c482c8605455a213,d83ae4a2e117b775,win,UFC Fight Night: Weidman vs. Gastelum,"Jul. 22, 2017",KO/TKO,1,2:51
184b955181bdef52,f3c33d0b7a087eaf,loss,UFC 13: The Ultimate Force,"May. 30, 1997",KO/TKO,1,0:31
e76d9f656ceb82ab,4ea4d0a73a90bfb0,loss,UFC Fight Night: Maia vs. Askren,"Oct. 26, 2019",S-DEC,3,5:00
e76d9f656ceb82ab,a9184def876faec6,loss,UFC Fight Night: Ngannou vs. Velasquez,"Feb. 17, 2019",SUB,1,1:01
e76d9f656ceb82ab,e80a8338d86e730b,win,UFC 214: Cormier vs. Jones 2,"Jul. 29, 2017",U-DEC,3,5:00
e76d9f656ceb82ab,6e652cbaaa406598,win,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",SUB,2,3:34
dd1b90eea08887f6,3638be8341b7124c,loss,Meca 5,"Jun. 09, 2001",KO/TKO,1,6:17
39f62b833e4cf126,773c36a7891b8567,win,Strikeforce - Young Guns,"Feb. 10, 2007",U-DEC,3,3:00
2f95a3c6d58b2aad,3e0090669d51415f,loss,UFC Fight Night: Gaethje vs. Vick,"Aug. 25, 2018",KO/TKO,2,1:01
2f95a3c6d58b2aad,fa77134e0d90da3b,win,UFC Fight Night: Machida vs. Anders,"Feb. 03, 2018",KO/TKO,1,1:06
2f95a3c6d58b2aad,1ed266bed8005bbe,loss,UFC Fight Night: Swanson vs. Ortega,"Dec. 09, 2017",U-DEC,3,5:00
2f95a3c6d58b2aad,cb2844bb15d22cc6,loss,UFC 212: Aldo vs. Holloway,"Jun. 03, 2017",SUB,1,1:48
